family	bosnian_form	hr_form	sr_form	rate_bs	rate_hr	rate_sr	share_vs_hr	share_vs_sr	assoc_hr	assoc_sr	n_aligned_hr	n_aligned_sr	mined_hr	mined_sr
tijela	tijelu		telu	16.68	15.86	0.00	0.5127	1.0000		0.605	0	43		bs->alt
tokom	tokom	tijekom		1349.26	24.18	1076.49	0.9824	0.5562	0.681		3451	0	bs->alt	
toku	toku	tijeku		260.31	7.14	118.48	0.9733	0.6872	0.661		242	0	alt->bs	
tolerirati	tolerirati		tolerisati	19.01	13.48	0.00	0.5851	1.0000		0.694	0	49		bs->alt
topalli	topalli		topali	12.80	15.46	0.00	0.4530	1.0000		1.000	0	33		bs->alt
traiana	traiana		trajana	17.85	17.44	0.00	0.5057	1.0000		0.913	0	46		bs->alt
traiana	traianom		trajanom	12.80	12.69	0.00	0.5023	1.0000		0.970	0	33		bs->alt
trajat	trajat		trajaće	11.64	20.61	0.00	0.3608	1.0000		0.633	0	30		bs->alt
transparency	transparency		transparensi	30.26	30.53	0.00	0.4978	1.0000		0.859	0	78		bs->alt
tračnica	tračnica		koloseka	11.64	1.19	0.00	0.9073	1.0000		0.567	0	30		bs->alt
tračnica	tračnicama		koloseku	13.58	0.40	0.00	0.9716	1.0000		0.619	0	21		alt->bs
tribune	tribune		tribjun	33.75	34.09	0.00	0.4975	1.0000		0.954	0	87		bs->alt
trump	trump		tramp	15.13	16.25	0.00	0.4821	1.0000		0.949	0	39		bs->alt
trusta	trusta		tink	12.41	0.00	0.00	1.0000	1.0000		0.469	0	32		bs->alt
tužilac	tužilac	tužitelj		86.51	0.00	93.46	1.0000	0.4807	0.897		223	0	bs->alt	
tužilac	tužilaštvo	tužiteljstvo		40.35	0.40	49.66	0.9903	0.4483	0.748		103	0	bs->alt	
tužiocima	tužiocima	tužiteljima		10.86	0.00	12.12	1.0000	0.4726	0.786		28	0	bs->alt	
tzanis	tzanis		canis	16.68	16.65	0.00	0.5005	1.0000		0.977	0	43		bs->alt
ubistva	ubistava	ubojstava		20.56	0.00	20.33	1.0000	0.5028	0.566		53	0	bs->alt	
ubistva	ubistva	ubojstva		58.97	0.00	96.97	1.0000	0.3781	0.849		152	0	bs->alt	
ubistva	ubistvo	ubojstvo		51.21	0.00	79.38	1.0000	0.3921	0.848		132	0	bs->alt	
ubistva	ubistvom	ubojstvom		10.86	0.00	13.29	1.0000	0.4497	0.750		28	0	bs->alt	
udio	udio		odsto	68.67	23.79	0.00	0.7427	1.0000		0.542	0	177		bs->alt
udjela	udjela		odsto	30.26	44.80	0.00	0.4032	1.0000		0.500	0	78		bs->alt
uglja	uglja	ugljena		11.64	0.00	10.56	1.0000	0.5243	0.800		30	0	bs->alt	
uhapsila	uhapsila	uhitila		50.04	0.00	58.26	1.0000	0.4621	0.899		129	0	bs->alt	
uhapsila	uhapsile	uhitile		12.41	0.00	14.47	1.0000	0.4618	0.812		32	0	bs->alt	
uhapsila	uhapsiti	uhititi		8.92	0.00	3.52	1.0000	0.7171	0.739		23	0	bs->alt	
uhapšen	uhapšen	uhićen		62.46	0.00	71.17	1.0000	0.4674	0.882		161	0	bs->alt	
uhapšen	uhapšena	uhićena		16.29	0.00	17.99	1.0000	0.4753	0.485		33	0	alt->bs	
uhapšen	uhapšeni	uhićeni		31.42	0.00	41.84	1.0000	0.4289	0.778		81	0	bs->alt	
uhapšen	uhapšenih	uhićenih		17.46	0.00	17.99	1.0000	0.4925	0.444		45	0	bs->alt	
uhapšen	uhapšeno	uhićeno		32.20	0.40	36.76	0.9878	0.4670	0.829		82	0	bs->alt	
umiješani	umiješani		umešani	13.58	15.46	0.00	0.4676	1.0000		0.543	0	35		bs->alt
umiješani	umiješanost		umešanost	14.35	19.43	0.00	0.4249	1.0000		0.514	0	37		bs->alt
umiješani	umiješanosti		umešanosti	14.35	13.48	0.00	0.5157	1.0000		0.568	0	37		bs->alt
umjesto	umjesto		umesto	122.20	202.97	0.00	0.3758	1.0000		0.857	0	315		bs->alt
umjetnik	umjetnici		umetnici	18.62	19.82	0.00	0.4844	1.0000		0.750	0	48		bs->alt
umjetnik	umjetnik		umetnik	18.62	17.84	0.00	0.5107	1.0000		0.875	0	48		bs->alt
umjetnik	umjetnika		umetnika	42.67	40.44	0.00	0.5135	1.0000		0.800	0	110		bs->alt
umjetnik	umjetnike		umetnike	8.92	8.72	0.00	0.5057	1.0000		0.826	0	23		bs->alt
umjetnik	umjetnička		umetnička	9.70	11.50	0.00	0.4576	1.0000		0.840	0	25		bs->alt
umjetnik	umjetničke		umetničke	14.35	7.53	0.00	0.6558	1.0000		0.459	0	37		bs->alt
umjetnik	umjetnički		umetnički	8.15	9.51	0.00	0.4613	1.0000		0.762	0	21		bs->alt
umjetnik	umjetnost		umetnost	18.23	17.44	0.00	0.5111	1.0000		0.723	0	47		bs->alt
umjetnik	umjetnosti		umetnosti	77.59	82.46	0.00	0.4848	1.0000		0.885	0	200		bs->alt
unaprijed	unaprijed		unapred	29.10	21.41	0.00	0.5761	1.0000		0.533	0	75		bs->alt
unaprijed	unaprijedi		unapredi	22.11	4.76	0.00	0.8230	1.0000		0.404	0	57		bs->alt
unaprijed	unaprijediti		unaprediti	60.52	23.79	0.00	0.7179	1.0000		0.446	0	56		alt->bs
unaprjeđivanje	unaprjeđivanje		unapređivanje	77.59	1.98	0.00	0.9751	1.0000		0.460	0	200		bs->alt
unaprjeđivanje	unaprjeđivanju	unapređenju		50.82	0.40	0.00	0.9923	1.0000	0.469		32	0	alt->bs	
univerzitet	univerzitet	sveučilište		43.06	0.00	40.67	1.0000	0.5143	0.838		111	0	bs->alt	
univerzitet	univerziteta	sveučilišta		122.59	0.00	150.15	1.0000	0.4495	0.839		316	0	bs->alt	
univerzitet	univerzitete	sveučilišta		8.15	0.00	5.87	1.0000	0.5814	0.714		21	0	bs->alt	
univerzitet	univerziteti	sveučilišta		8.15	0.00	9.78	1.0000	0.4546	0.857		21	0	bs->alt	
univerzitet	univerzitetima	sveučilištima		21.34	0.00	21.90	1.0000	0.4935	0.764		55	0	bs->alt	
univerzitet	univerzitetski	sveučilišni		15.91	0.00	12.12	1.0000	0.5675	0.610		41	0	bs->alt	
univerzitet	univerzitetu	sveučilištu		117.55	0.00	90.72	1.0000	0.5644	0.736		303	0	bs->alt	
uprkos	uprkos	unatoč		325.48	0.00	337.45	1.0000	0.4910	0.909		839	0	bs->alt	
ured	ured		kancelarija	137.72	167.29	0.78	0.4515	0.9944		0.493	0	353		bs->alt
ureda	ureda		kancelarije	168.37	164.52	1.17	0.5058	0.9931		0.509	0	434		bs->alt
uredu	uredu		kancelariji	23.66	27.35	0.00	0.4638	1.0000		0.615	0	39		alt->bs
uslijedio	uslijedila		usledila	73.71	40.04	0.00	0.6480	1.0000		0.556	0	99		alt->bs
uslijedio	uslijedilo		usledilo	30.65	17.05	0.00	0.6426	1.0000		0.609	0	46		alt->bs
uslijedio	uslijedio		usledio	61.68	29.34	0.00	0.6777	1.0000		0.623	0	61		alt->bs
uslijedio	uslijediti		uslediti	17.46	14.67	0.00	0.5434	1.0000		0.452	0	31		alt->bs
uslov	uslov	uvjet		50.04	0.00	69.60	1.0000	0.4183	0.783		129	0	bs->alt	
uslov	uslova	uvjeta		124.14	0.00	123.17	1.0000	0.5020	0.625		320	0	bs->alt	
uslov	uslove	uvjete		128.02	0.00	150.94	1.0000	0.4589	0.682		330	0	bs->alt	
uslov	uslovi	uvjeti		79.92	0.00	94.63	1.0000	0.4579	0.709		206	0	bs->alt	
uslov	uslovima	uvjetima		71.77	0.00	78.99	1.0000	0.4761	0.730		185	0	bs->alt	
usmjeren	usmjeren		usmeren	52.37	53.91	0.00	0.4927	1.0000		0.486	0	74		alt->bs
usmjeren	usmjerene		usmerene	52.76	41.63	0.00	0.5590	1.0000		0.542	0	59		alt->bs
usmjeren	usmjerenih		usmerenih	32.20	23.79	0.00	0.5751	1.0000		0.615	0	39		alt->bs
uspije	uspije		uspe	15.52	11.50	0.00	0.5744	1.0000		0.412	0	34		alt->bs
uspio	uspio		uspeo	53.92	48.36	0.00	0.5272	1.0000		0.604	0	139		bs->alt
uspjeh	uspjeh		uspeh	94.27	104.66	0.00	0.4739	1.0000		0.695	0	243		bs->alt
uspjeh	uspjeha		uspeha	30.26	36.87	0.00	0.4508	1.0000		0.603	0	78		bs->alt
uspjeh	uspjehom		uspehom	9.31	9.12	0.00	0.5052	1.0000		0.708	0	24		bs->alt
uspjeh	uspjehu		uspehu	13.97	11.50	0.00	0.5485	1.0000		0.417	0	36		bs->alt
uspjeh	uspjela		uspela	54.31	55.10	0.00	0.4964	1.0000		0.679	0	140		bs->alt
uspjeh	uspjele		uspele	13.97	16.65	0.00	0.4562	1.0000		0.639	0	36		bs->alt
uspjeh	uspjeli		uspeli	52.37	63.83	0.00	0.4507	1.0000		0.637	0	135		bs->alt
uspjeh	uspjeti		uspeti	30.65	24.18	0.00	0.5590	1.0000		0.430	0	79		bs->alt
uspjeh	uspješan		uspešan	18.62	19.82	0.00	0.4844	1.0000		0.667	0	48		bs->alt
uspjeh	uspješna		uspešna	17.07	25.37	0.00	0.4022	1.0000		0.614	0	44		bs->alt
uspjeh	uspješne		uspešne	12.80	14.27	0.00	0.4729	1.0000		0.667	0	33		bs->alt
uspjeh	uspješni		uspešni	12.03	10.31	0.00	0.5385	1.0000		0.516	0	31		bs->alt
uspjeh	uspješno		uspešno	50.43	57.09	0.00	0.4691	1.0000		0.777	0	130		bs->alt
uspjeh	uspješnu		uspešnu	12.03	11.50	0.00	0.5113	1.0000		0.613	0	31		bs->alt
utisak	utisak	dojam		30.65	0.40	28.54	0.9872	0.5178	0.590		78	0	bs->alt	
uvečer	uvečer		uveče	51.98	6.34	0.00	0.8913	1.0000		0.918	0	134		bs->alt
uvijek	uvijek		uvek	751.05	478.50	0.00	0.6108	1.0000		0.458	0	1929		bs->alt
uvjeravanja	uvjeravanja		uveravanja	57.80	47.97	0.00	0.5465	1.0000		0.758	0	149		bs->alt
uvjeren	uvjeren		uveren	45.00	41.63	0.00	0.5195	1.0000		0.776	0	116		bs->alt
uvjeren	uvjereni		uvereni	16.29	17.84	0.00	0.4774	1.0000		0.619	0	42		bs->alt
uvjeren	uvjerenje		uverenje	10.47	40.04	0.00	0.2074	1.0000		0.778	0	27		bs->alt
uvjeren	uvjerenost		uverenje	21.72	2.78	0.00	0.8867	1.0000		0.839	0	56		bs->alt
uvjeren	uvjeriti		ubede	24.44	38.85	0.00	0.3862	1.0000		0.423	0	26		alt->bs
učesnica	učesnica	sudionica		10.47	0.00	6.65	1.0000	0.6118	0.407		27	0	bs->alt	
učesnica	učesnici	sudionici		63.62	0.00	73.12	1.0000	0.4653	0.866		164	0	bs->alt	
učesnica	učesnicima	sudionicima		26.38	0.00	34.41	1.0000	0.4340	0.824		68	0	bs->alt	
učesnica	učesnika	sudionika		41.51	0.00	45.75	1.0000	0.4757	0.804		107	0	bs->alt	
učesnica	učesnike	sudionike		12.41	0.00	12.90	1.0000	0.4903	0.719		32	0	bs->alt	
učestvuju	učestvovala	sudjelovala		17.07	0.00	14.08	1.0000	0.5480	0.432		44	0	bs->alt	
učestvuju	učestvovale	sudjelovale		12.80	0.00	16.03	1.0000	0.4440	0.545		33	0	bs->alt	
učestvuju	učestvovali	sudjelovali		51.98	0.00	65.30	1.0000	0.4432	0.657		134	0	bs->alt	
učestvuju	učestvovao	sudjelovao		32.97	0.00	35.58	1.0000	0.4810	0.718		85	0	bs->alt	
učestvuju	učestvovat		učestvovaće	16.68	0.00	0.00	1.0000	1.0000		0.674	0	43		bs->alt
učestvuju	učestvovati	sudjelovati		77.98	0.00	43.01	1.0000	0.6445	0.726		201	0	bs->alt	
učestvuju	učestvuju	sudjeluju		60.91	0.00	104.79	1.0000	0.3676	0.611		157	0	bs->alt	
učešće	učešće	sudjelovanje		130.35	0.79	122.78	0.9940	0.5149	0.633		335	0	bs->alt	
učešće	učešćem	sudjelovanjem		12.80	0.00	10.95	1.0000	0.5390	0.576		33	0	bs->alt	
učešće	učešću	sudjelovanju		22.89	0.00	18.77	1.0000	0.5494	0.661		59	0	bs->alt	
vakcina	vakcina	cjepiva		8.15	0.00	8.99	1.0000	0.4753	0.714		21	0	bs->alt	
vanjska	vanjska		spoljna	11.64	7.93	0.00	0.5948	1.0000		0.533	0	30		bs->alt
vanjska	vanjske		spoljne	121.04	68.19	0.00	0.6397	1.0000		0.748	0	155		alt->bs
vanjska	vanjski		spoljni	13.97	16.65	0.00	0.4562	1.0000		0.528	0	36		bs->alt
vanjska	vanjskih		inostranih	784.80	811.10	0.00	0.4918	1.0000		0.851	0	2023		bs->alt
vanjska	vanjskim		spoljnim	12.41	11.50	0.00	0.5192	1.0000		0.545	0	22		alt->bs
vanjska	vanjskoj		spoljnoj	13.19	15.86	0.00	0.4541	1.0000		0.559	0	34		bs->alt
vanjska	vanjsku		spoljnu	44.61	88.01	0.00	0.3364	1.0000		0.835	0	115		bs->alt
vanredni	vanredni	izvanredni		20.17	0.40	22.68	0.9807	0.4708	0.412		51	0	bs->alt	
vidjeli	vidjeli		videli	38.79	43.21	0.00	0.4731	1.0000		0.630	0	100		bs->alt
vidjeli	vidjeti		videti	90.00	138.75	0.00	0.3934	1.0000		0.615	0	104		alt->bs
vijest	vijest		vest	22.89	45.59	0.00	0.3342	1.0000		0.746	0	59		bs->alt
vijeća	vijeća		saveta	376.69	419.03	1.17	0.4734	0.9969		0.773	0	968		bs->alt
vijeća	vijeće		savet	227.72	250.94	0.00	0.4757	1.0000		0.734	0	587		bs->alt
vijeća	vijećem		savetom	17.07	16.65	0.00	0.5062	1.0000		0.568	0	44		bs->alt
vijeća	vijeću		savetu	108.62	116.16	0.00	0.4832	1.0000		0.764	0	280		bs->alt
vjernici	vjernici		vernici	10.47	12.29	0.00	0.4601	1.0000		0.852	0	27		bs->alt
vjerovatno	vjerovatno	vjerojatno	verovatno	242.46	0.79	0.00	0.9967	1.0000	0.852	0.861	623	625	bs->alt	bs->alt
vjerska	vjerska		verska	15.52	17.05	0.00	0.4765	1.0000		0.775	0	40		bs->alt
vjerska	vjerske		verske	44.23	43.21	0.00	0.5058	1.0000		0.728	0	114		bs->alt
vjerska	vjerski		verski	22.11	20.61	0.00	0.5175	1.0000		0.526	0	57		bs->alt
vjerska	vjerskih		verskih	38.79	43.21	0.00	0.4731	1.0000		0.750	0	100		bs->alt
vjerska	vjerskim		verskim	21.34	17.44	0.00	0.5502	1.0000		0.600	0	55		bs->alt
vjerska	vjerskog		verskog	15.13	16.65	0.00	0.4761	1.0000		0.692	0	39		bs->alt
vjerska	vjersku		versku	10.47	7.14	0.00	0.5948	1.0000		0.519	0	27		bs->alt
vjeruje	vjeruje		veruje	121.43	144.30	0.00	0.4570	1.0000		0.482	0	313		bs->alt
vjeruje	vjerujem		verujem	78.36	92.37	0.00	0.4590	1.0000		0.772	0	202		bs->alt
vjeruje	vjerujemo		verujemo	27.54	34.49	0.00	0.4440	1.0000		0.690	0	71		bs->alt
vjeruje	vjeruju		veruju	72.16	87.61	0.00	0.4516	1.0000		0.575	0	186		bs->alt
vjetar	vjetar		vetar	12.41	10.31	0.00	0.5464	1.0000		0.531	0	32		bs->alt
vjetra	vjetra		vetra	13.97	24.18	0.00	0.3661	1.0000		0.806	0	36		bs->alt
vjetrenjača	vjetrenjača		vetrenjača	15.52	7.14	0.00	0.6850	1.0000		0.750	0	40		bs->alt
vještine	vještine		veštine	19.40	14.67	0.00	0.5694	1.0000		0.460	0	50		bs->alt
vježba	vježba		vežba	12.41	14.27	0.00	0.4652	1.0000		0.875	0	32		bs->alt
vježba	vježbe		vežbe	22.89	29.34	0.00	0.4383	1.0000		0.864	0	59		bs->alt
vježba	vježbi		vežbi	15.52	15.86	0.00	0.4946	1.0000		0.650	0	40		bs->alt
vježba	vježbu		vežbu	10.09	11.10	0.00	0.4761	1.0000		0.808	0	26		bs->alt
vlastite	vlastite		sopstvene	45.78	49.55	0.39	0.4802	0.9915		0.530	0	117		bs->alt
vlastite	vlastitih		sopstvenih	12.41	15.86	0.00	0.4391	1.0000		0.400	0	30		alt->bs
vlastite	vlastitog		sopstvenog	19.01	16.25	0.00	0.5391	1.0000		0.490	0	49		bs->alt
volio	volio		voleo	22.89	18.24	0.00	0.5566	1.0000		0.678	0	59		bs->alt
voljeli	voljeli		voleli	17.07	13.08	0.00	0.5661	1.0000		0.523	0	44		bs->alt
voz	voz	vlak		15.13	0.00	17.21	1.0000	0.4679	0.949		39	0	bs->alt	
vrijedi	vrijedi		vredi	19.01	21.01	0.00	0.4750	1.0000		0.429	0	49		bs->alt
vrijedi	vrijednost		vrednost	57.42	65.41	0.00	0.4674	1.0000		0.635	0	148		bs->alt
vrijednosti	vrijednosti		vrednosti	221.51	162.14	0.00	0.5774	1.0000		0.524	0	571		bs->alt
vrijednosti	vrijednostima		vrednostima	17.07	17.05	0.00	0.5003	1.0000		0.705	0	44		bs->alt
vrijedi	vrijeme		vreme	449.23	339.74	0.00	0.5694	1.0000		0.587	0	1158		bs->alt
vršilac	vršilac	vršitelj		12.03	0.00	16.03	1.0000	0.4286	0.935		31	0	bs->alt	
welle	welle		dojče	36.47	36.47	0.78	0.5000	0.9790		1.000	0	92		bs->alt
westerwelle	westerwelle		vestervele	8.15	8.72	0.00	0.4830	1.0000		1.000	0	21		bs->alt
wisner	wisner		vizner	18.23	21.01	0.00	0.4646	1.0000		1.000	0	47		bs->alt
wolfgang	wolfgang		volfgang	13.58	15.46	0.00	0.4676	1.0000		0.943	0	35		bs->alt
xinhua	xinhua		sinhua	40.73	41.63	1.17	0.4946	0.9720		0.990	0	102		bs->alt
yasar	yasar		jašar	9.70	8.72	0.00	0.5265	1.0000		0.840	0	25		bs->alt
yildiz	yildiz		jildiz	11.25	11.50	0.00	0.4946	1.0000		0.966	0	29		bs->alt
yilmaz	yilmaz		jilmaz	15.52	15.46	0.00	0.5009	1.0000		1.000	0	40		bs->alt
zabilježio	zabilježila		zabeležila	16.29	25.77	0.00	0.3874	1.0000		0.690	0	42		bs->alt
zabilježio	zabilježio		zabeležio	8.53	8.33	0.00	0.5062	1.0000		0.409	0	22		bs->alt
zadnja	zadnja		poslednja	33.75	5.15	0.78	0.8675	0.9774		0.721	0	86		bs->alt
zadnja	zadnje		poslednje	93.11	4.76	1.17	0.9514	0.9876		0.615	0	239		bs->alt
zadnja	zadnjeg		poslednjeg	22.50	3.17	0.39	0.8765	0.9829		0.614	0	57		bs->alt
zadnja	zadnjem		poslednjem	18.23	8.33	0.00	0.6865	1.0000		0.660	0	47		bs->alt
zadnja	zadnji		poslednji	62.07	6.74	1.17	0.9021	0.9815		0.624	0	157		bs->alt
zadnja	zadnjih		poslednjih	215.69	14.67	0.00	0.9363	1.0000		0.714	0	556		bs->alt
zadnja	zadnjim		poslednjim	19.01	0.79	0.00	0.9600	1.0000		0.571	0	49		bs->alt
zahtjev	zahtjev		zahtev	117.93	166.50	0.00	0.4146	1.0000		0.720	0	304		bs->alt
zahtjev	zahtjeva		zahteva	87.29	110.60	0.00	0.4411	1.0000		0.516	0	225		bs->alt
zahtjev	zahtjeve		zahteve	62.85	57.48	0.00	0.5223	1.0000		0.500	0	162		bs->alt
zahtjev	zahtjevi		zahtevi	36.08	30.13	0.00	0.5449	1.0000		0.613	0	93		bs->alt
zahtjev	zahtjevima		zahtevima	30.65	20.22	0.00	0.6025	1.0000		0.682	0	44		alt->bs
zahtjev	zahtjevu		zahtevu	14.35	13.88	0.00	0.5085	1.0000		0.432	0	37		bs->alt
zainteresiran	zainteresiran		zainteresovan	12.80	11.10	0.00	0.5356	1.0000		0.667	0	33		bs->alt
zainteresiran	zainteresirana		zainteresovana	17.07	17.05	0.00	0.5003	1.0000		0.818	0	44		bs->alt
zainteresiran	zainteresirane		zainteresovane	13.19	11.10	0.00	0.5430	1.0000		0.676	0	34		bs->alt
zainteresiran	zainteresirani		zainteresovani	25.22	27.35	0.00	0.4797	1.0000		0.754	0	65		bs->alt
zakletvu	zakletvu	prisegu		18.62	0.40	19.16	0.9792	0.4929	0.729		48	0	bs->alt	
zamijenio	zamijenio		zamenio	12.03	13.48	0.00	0.4715	1.0000		0.581	0	31		bs->alt
zamijenio	zamijeniti		zameniti	27.54	36.47	0.00	0.4303	1.0000		0.545	0	44		alt->bs
zamjenu	zamjenica		potpredsednica	34.14	22.60	0.00	0.6017	1.0000		0.630	0	54		alt->bs
zamjenu	zamjenik		potpredsednik	239.36	138.36	0.00	0.6337	1.0000		0.493	0	617		bs->alt
zamjenu	zamjenika		zamenika	45.78	28.94	0.00	0.6127	1.0000		0.475	0	118		bs->alt
zamjenu	zamjenikom		potpredsednikom	22.50	11.89	0.00	0.6542	1.0000		0.517	0	58		bs->alt
zamjenu	zamjenu		zamenu	39.96	41.63	0.00	0.4898	1.0000		0.641	0	103		bs->alt
zamrznula	zamrznula		zamrzla	10.86	9.91	0.00	0.5229	1.0000		0.821	0	28		bs->alt
zannier	zannier		zanijer	20.95	23.39	0.00	0.4725	1.0000		0.981	0	54		bs->alt
zaplijenila	zaplijenila		zaplenila	10.09	13.08	0.00	0.4353	1.0000		0.692	0	26		bs->alt
zaprijetio	zaprijetila		zapretila	16.68	17.84	0.00	0.4832	1.0000		0.744	0	43		bs->alt
zaprijetio	zaprijetili		zapretili	8.15	8.33	0.00	0.4946	1.0000		0.714	0	21		bs->alt
zaprijetio	zaprijetio		zapretio	11.25	10.70	0.00	0.5124	1.0000		0.690	0	29		bs->alt
zasnovan	zasnovan	temeljen		32.20	0.00	31.67	1.0000	0.5041	0.566		83	0	bs->alt	
zasnovan	zasnovana	temeljena		29.87	0.00	30.11	1.0000	0.4980	0.442		77	0	bs->alt	
zasnovan	zasnovane	temeljene		22.11	0.00	19.55	1.0000	0.5307	0.474		57	0	bs->alt	
zasnovan	zasnovano	temeljeno		9.31	0.00	12.51	1.0000	0.4266	0.458		24	0	bs->alt	
zasnovan	zasnovanog	temeljenog		9.31	0.00	8.21	1.0000	0.5314	0.417		24	0	bs->alt	
zauvijek	zauvijek		zauvek	15.52	15.86	0.00	0.4946	1.0000		0.625	0	40		bs->alt
zavjere	zavjere		zavere	12.80	14.67	0.00	0.4660	1.0000		0.758	0	33		bs->alt
zavjere	zavjeru		zaveru	17.07	11.10	0.00	0.6060	1.0000		0.500	0	44		bs->alt
zloupotreba	zloupotreba	zloporaba		11.64	0.00	12.51	1.0000	0.4819	0.400		30	0	bs->alt	
zloupotreba	zloupotrebe	zloporabe		22.11	0.00	23.85	1.0000	0.4811	0.526		57	0	bs->alt	
zloupotreba	zloupotrebu	zloporabu		23.66	0.00	23.85	1.0000	0.4980	0.689		61	0	bs->alt	
zračne	zračne		vazdušne	21.34	68.98	0.00	0.2362	1.0000		0.636	0	55		bs->alt
zračne	zračni		vazdušni	19.01	26.96	0.00	0.4135	1.0000		0.551	0	49		bs->alt
zračne	zračnog		vazdušnog	24.44	32.11	0.00	0.4322	1.0000		0.762	0	63		bs->alt
zvaničnik	zvaničnici	dužnosnici		445.36	0.00	428.95	1.0000	0.5094	0.930		1148	0	bs->alt	
zvaničnik	zvaničnicima	dužnosnicima		117.16	0.00	115.74	1.0000	0.5030	0.911		302	0	bs->alt	
zvaničnik	zvaničnik	dužnosnik		99.70	0.00	103.23	1.0000	0.4913	0.875		257	0	bs->alt	
zvaničnik	zvaničnika	dužnosnika		177.68	0.00	168.92	1.0000	0.5126	0.823		458	0	bs->alt	
zvaničnik	zvaničnike	dužnosnike		36.85	0.00	40.28	1.0000	0.4778	0.747		95	0	bs->alt	
zvijezda	zvijezda		zvezda	46.16	45.19	0.00	0.5053	1.0000		0.824	0	119		bs->alt
čovjek	čovjek		čovek	50.04	33.70	0.00	0.5976	1.0000		0.719	0	128		bs->alt
čovjek	čovjeka		čoveka	22.89	15.86	0.39	0.5907	0.9832		0.638	0	58		bs->alt
čovječnosti	čovječnosti		čovečnosti	22.11	13.08	0.00	0.6283	1.0000		0.930	0	57		bs->alt
šengena	šengena	schengena		8.53	0.00	5.87	1.0000	0.5927	0.727		22	0	bs->alt	
šengena	šengenske	schengenske		11.25	0.00	12.12	1.0000	0.4814	0.586		29	0	bs->alt	
šengena	šengenskoj	schengenskoj		17.85	0.00	21.51	1.0000	0.4535	0.587		46	0	bs->alt	
šengena	šengensku	schengensku		13.97	0.00	20.72	1.0000	0.4026	0.500		36	0	bs->alt	
šengena	šengenu	schengenu		13.19	0.00	6.26	1.0000	0.6783	0.706		34	0	bs->alt	
šestomjesečno	šestomjesečno		predsedavajućeg	9.70	5.95	0.00	0.6199	1.0000		0.440	0	25		bs->alt
šestomjesečno	šestomjesečnog		šestomesečnog	11.64	10.70	0.00	0.5209	1.0000		0.733	0	30		bs->alt
širom	širom	diljem		249.83	4.36	283.49	0.9828	0.4684	0.764		639	0	bs->alt	
škriljčanog	škriljčanog	škriljevca		8.15	0.00	0.00	1.0000	1.0000	0.857		21	0	bs->alt	
španija	španija	španjolska		38.79	0.00	38.71	1.0000	0.5005	0.890		100	0	bs->alt	
španija	španije	španjolske		36.08	0.00	32.46	1.0000	0.5264	0.753		93	0	bs->alt	
španija	španiji	španjolskoj		19.78	0.00	19.94	1.0000	0.4980	0.863		51	0	bs->alt	
španija	španiju	španjolsku		8.15	0.00	9.78	1.0000	0.4546	0.762		21	0	bs->alt	
španski	španski	španjolski		20.56	0.00	22.68	1.0000	0.4755	0.887		53	0	bs->alt	
štampe	štampe	tiska		50.04	0.00	13.69	1.0000	0.7853	0.700		30	0	alt->bs	
švicarske	švicarske		švajcarske	22.11	22.99	0.00	0.4902	1.0000		0.614	0	57		bs->alt
švicarske	švicarskoj		švajcarskoj	19.01	21.01	0.00	0.4750	1.0000		0.837	0	49		bs->alt
želio	želio		želeo	17.85	43.61	0.00	0.2904	1.0000		0.674	0	46		bs->alt
željeznica	željeznica		železnica	13.58	11.89	0.39	0.5331	0.9720		0.400	0	35		bs->alt
željeznica	željezničke		železničke	14.74	15.06	0.00	0.4946	1.0000		0.737	0	38		bs->alt
živio	živio		živeo	16.29	16.25	0.00	0.5006	1.0000		0.833	0	42		bs->alt
živjeli	živjeli		živeli	16.68	18.63	0.00	0.4724	1.0000		0.791	0	43		bs->alt
